Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2018,University of Arkansas,Arkansas,1,NCAA,21424702
2017,University of Arkansas,Arkansas,1,NCAA,17275988
2016,University of Arkansas,Arkansas,1,NCAA,16332876
2015,University of Arkansas,Arkansas,1,NCAA,16043220
2014,University of Arkansas,Arkansas,1,NCAA,16314973
2013,University of Arkansas,Arkansas,1,NCAA,15807554
2022,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,2297311
2021,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,2191120
2020,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1568052
2019,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,965696
2018,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1107986
2017,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1071687
2016,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1888655
2015,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1722502
2014,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,921440
2013,University of Arkansas at Little Rock,Arkansas Little Rock,3,NCAA,1047100
2022,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,707328
2021,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,817448
2020,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,784286
2019,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,801214
2018,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,833958
2017,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,794976
2016,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,853508
2015,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,507962
2014,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,565674
2013,University of Arkansas at Pine Bluff,Arkansas Pine Bluff,2,NCAA,557641
2022,University of California-Berkeley,California,1,NCAA,9070947
2021,University of California-Berkeley,California,1,NCAA,8487064
2020,University of California-Berkeley,California,1,NCAA,5787965
2019,University of California-Berkeley,California,1,NCAA,7367945
2018,University of California-Berkeley,California,1,NCAA,7840731
2017,University of California-Berkeley,California,1,NCAA,8085222
2016,University of California-Berkeley,California,1,NCAA,10443327
2015,University of California-Berkeley,California,1,NCAA,8316795
2014,University of California-Berkeley,California,1,NCAA,9003605
2013,University of California-Berkeley,California,1,NCAA,9658364
2022,University of California-Davis,UC Davis,2,NCAA,2823059
2021,University of California-Davis,UC Davis,2,NCAA,2378571
2020,University of California-Davis,UC Davis,2,NCAA,2107284
2019,University of California-Davis,UC Davis,2,NCAA,2322182
2018,University of California-Davis,UC Davis,2,NCAA,2395167
2017,University of California-Davis,UC Davis,2,NCAA,2191143
2016,University of California-Davis,UC Davis,2,NCAA,2211257
2015,University of California-Davis,UC Davis,2,NCAA,1862783
2014,University of California-Davis,UC Davis,2,NCAA,1621580
2013,University of California-Davis,UC Davis,2,NCAA,1394151
2022,University of California-Irvine,UC Irvine,3,NCAA,3536202
2021,University of California-Irvine,UC Irvine,3,NCAA,3481855
2020,University of California-Irvine,UC Irvine,3,NCAA,2484397
2019,University of California-Irvine,UC Irvine,3,NCAA,3062930
2018,University of California-Irvine,UC Irvine,3,NCAA,2953537
2017,University of California-Irvine,UC Irvine,3,NCAA,2660967
2016,University of California-Irvine,UC Irvine,3,NCAA,2777164
2015,University of California-Irvine,UC Irvine,3,NCAA,2959823
2014,University of California-Irvine,UC Irvine,3,NCAA,2570142
2013,University of California-Irvine,UC Irvine,3,NCAA,2012478
2022,University of California-Los Angeles,UCLA,1,NCAA,14666248
2021,University of California-Los Angeles,UCLA,1,NCAA,12891320
2020,University of California-Los Angeles,UCLA,1,NCAA,9072651
2019,University of California-Los Angeles,UCLA,1,NCAA,11036275
2018,University of California-Los Angeles,UCLA,1,NCAA,11959355
2017,University of California-Los Angeles,UCLA,1,NCAA,11325876
2016,University of California-Los Angeles,UCLA,1,NCAA,13416856
2015,University of California-Los Angeles,UCLA,1,NCAA,11318447
2014,University of California-Los Angeles,UCLA,1,NCAA,12228209
2013,University of California-Los Angeles,UCLA,1,NCAA,12168231
2022,University of California-Riverside,UC Riverside,3,NCAA,2640169
2021,University of California-Riverside,UC Riverside,3,NCAA,2069156
2020,University of California-Riverside,UC Riverside,3,NCAA,1738660
2019,University of California-Riverside,UC Riverside,3,NCAA,2436746
2018,University of California-Riverside,UC Riverside,3,NCAA,2542300
2017,University of California-Riverside,UC Riverside,3,NCAA,2181523
2016,University of California-Riverside,UC Riverside,3,NCAA,1868891
2015,University of California-Riverside,UC Riverside,3,NCAA,1679974
2014,University of California-Riverside,UC Riverside,3,NCAA,1586533
2013,University of California-Riverside,UC Riverside,3,NCAA,1478221
2022,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,4045142
2021,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,3254694
2020,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,2662337
2019,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,3212593
2018,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,3202493
2017,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,2699897
2016,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,2511546
2015,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,2453112
2014,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,2035142
2013,University of California-Santa Barbara,UC Santa Barbara,3,NCAA,1957007
2022,University of Central Arkansas,Central Arkansas,2,NCAA,1339958
2021,University of Central Arkansas,Central Arkansas,2,NCAA,1167374
2020,University of Central Arkansas,Central Arkansas,2,NCAA,949994
2019,University of Central Arkansas,Central Arkansas,2,NCAA,1257969
2018,University of Central Arkansas,Central Arkansas,2,NCAA,1295287
2017,University of Central Arkansas,Central Arkansas,2,NCAA,1270810
2016,University of Central Arkansas,Central Arkansas,2,NCAA,1109704
2015,University of Central Arkansas,Central Arkansas,2,NCAA,1095560
2014,University of Central Arkansas,Central Arkansas,2,NCAA,1118043
2013,University of Central Arkansas,Central Arkansas,2,NCAA,785290
2022,University of Central Florida,UCF,1,NCAA,6034003
2021,University of Central Florida,UCF,1,NCAA,5272722
2020,University of Central Florida,UCF,1,NCAA,3568773
2019,University of Central Florida,UCF,1,NCAA,3585782
2018,University of Central Florida,UCF,1,NCAA,3879707
2017,University of Central Florida,UCF,1,NCAA,3368085
2016,University of Central Florida,UCF,1,NCAA,4155621
2015,University of Central Florida,UCF,1,NCAA,3490569
2014,University of Central Florida,UCF,1,NCAA,3417726
2013,University of Central Florida,UCF,1,NCAA,3968189
2022,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,9011526
2021,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,6625964
2020,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,4685740
2019,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,6245375
2018,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,7644770
2017,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,7465979
2016,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,6970262
2015,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,7421986
2014,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,7594044
2013,University of Cincinnati-Main Campus,Cincinnati,1,NCAA,6631825
2022,University of Colorado Boulder,Colorado,1,NCAA,9459880
2021,University of Colorado Boulder,Colorado,1,NCAA,9449463
2020,University of Colorado Boulder,Colorado,1,NCAA,5326385
2019,University of Colorado Boulder,Colorado,1,NCAA,9230097
2018,University of Colorado Boulder,Colorado,1,NCAA,9310818
2017,University of Colorado Boulder,Colorado,1,NCAA,9204900
2016,University of Colorado Boulder,Colorado,1,NCAA,8374472
2015,University of Colorado Boulder,Colorado,1,NCAA,8321985
2014,University of Colorado Boulder,Colorado,1,NCAA,6024905
2013,University of Colorado Boulder,Colorado,1,NCAA,5653157
2022,University of Connecticut,Connecticut,1,NCAA,13100942
2021,University of Connecticut,Connecticut,1,NCAA,24055088
2020,University of Connecticut,Connecticut,1,NCAA,7582613
2019,University of Connecticut,Connecticut,1,NCAA,9789117
2018,University of Connecticut,Connecticut,1,NCAA,9325922
2017,University of Connecticut,Connecticut,1,NCAA,8508130
2016,University of Connecticut,Connecticut,1,NCAA,13798668
2015,University of Connecticut,Connecticut,1,NCAA,10423801
2014,University of Connecticut,Connecticut,1,NCAA,9572964
2013,University of Connecticut,Connecticut,1,NCAA,7542651
2022,University of Dayton,Dayton,2,NCAA,17760511
2021,University of Dayton,Dayton,2,NCAA,16878904
2020,University of Dayton,Dayton,2,NCAA,9667840
2019,University of Dayton,Dayton,2,NCAA,12770091
2018,University of Dayton,Dayton,2,NCAA,16281364
2017,University of Dayton,Dayton,2,NCAA,14201764
2016,University of Dayton,Dayton,2,NCAA,14031059
2015,University of Dayton,Dayton,2,NCAA,13476297
2014,University of Dayton,Dayton,2,NCAA,12007316
2013,University of Dayton,Dayton,2,NCAA,11330072
2022,University of Delaware,Delaware,2,NCAA,3241540
2021,University of Delaware,Delaware,2,NCAA,2936910
2020,University of Delaware,Delaware,2,NCAA,2609642
2019,University of Delaware,Delaware,2,NCAA,2681392
2018,University of Delaware,Delaware,2,NCAA,2785559
2017,University of Delaware,Delaware,2,NCAA,2697521
2016,University of Delaware,Delaware,2,NCAA,2472966
2015,University of Delaware,Delaware,2,NCAA,2328346
2014,University of Delaware,Delaware,2,NCAA,2212846
2013,University of Delaware,Delaware,2,NCAA,2051048
2022,University of Denver,Denver,3,NCAA,2845383
2021,University of Denver,Denver,3,NCAA,2531021
2020,University of Denver,Denver,3,NCAA,2523072
2019,University of Denver,Denver,3,NCAA,2404397
2018,University of Denver,Denver,3,NCAA,2532725
2017,University of Denver,Denver,3,NCAA,2545906
2016,University of Denver,Denver,3,NCAA,2456771
2015,University of Denver,Denver,3,NCAA,3361111
2014,University of Denver,Denver,3,NCAA,2608652
2013,University of Denver,Denver,3,NCAA,2575991
2022,University of Detroit Mercy,Detroit,3,NCAA,2964352
2021,University of Detroit Mercy,Detroit,3,NCAA,2798335
2020,University of Detroit Mercy,Detroit,3,NCAA,2217599
2019,University of Detroit Mercy,Detroit,3,NCAA,3140590
2018,University of Detroit Mercy,Detroit,3,NCAA,3276678
2017,University of Detroit Mercy,Detroit,3,NCAA,2673249
2016,University of Detroit Mercy,Detroit,3,NCAA,2502061
2015,University of Detroit Mercy,Detroit,3,NCAA,2845190
2014,University of Detroit Mercy,Detroit,3,NCAA,2687148
2013,University of Detroit Mercy,Detroit,3,NCAA,2722497
2022,University of Evansville,Evansville,3,NCAA,2952074
2021,University of Evansville,Evansville,3,NCAA,2941044
2020,University of Evansville,Evansville,3,NCAA,1826589
2019,University of Evansville,Evansville,3,NCAA,2840462
2018,University of Evansville,Evansville,3,NCAA,2570477
2017,University of Evansville,Evansville,3,NCAA,3231007
2016,University of Evansville,Evansville,3,NCAA,2622979
2015,University of Evansville,Evansville,3,NCAA,2899667
2014,University of Evansville,Evansville,3,NCAA,2534164
2013,University of Evansville,Evansville,3,NCAA,2333159
2022,University of Florida,Florida,1,NCAA,12795299
2021,University of Florida,Florida,1,NCAA,12687631
2020,University of Florida,Florida,1,NCAA,9383750
2019,University of Florida,Florida,1,NCAA,11061415
2018,University of Florida,Florida,1,NCAA,11943413
2017,University of Florida,Florida,1,NCAA,11460512
2016,University of Florida,Florida,1,NCAA,14200425
2015,University of Florida,Florida,1,NCAA,13290354
2014,University of Florida,Florida,1,NCAA,10407574
2013,University of Florida,Florida,1,NCAA,10604524
2022,University of Georgia,Georgia,1,NCAA,13116828
2021,University of Georgia,Georgia,1,NCAA,12029584
2020,University of Georgia,Georgia,1,NCAA,9358540
2019,University of Georgia,Georgia,1,NCAA,9651731
2018,University of Georgia,Georgia,1,NCAA,10693803
2017,University of Georgia,Georgia,1,NCAA,10252418
2016,University of Georgia,Georgia,1,NCAA,9459251
2015,University of Georgia,Georgia,1,NCAA,9104434
2014,University of Georgia,Georgia,1,NCAA,9029690
2013,University of Georgia,Georgia,1,NCAA,8050969
2022,University of Hawaii at Manoa,Hawaii,1,NCAA,2339181
2021,University of Hawaii at Manoa,Hawaii,1,NCAA,1433437
2020,University of Hawaii at Manoa,Hawaii,1,NCAA,621407
2019,University of Hawaii at Manoa,Hawaii,1,NCAA,1933823
2018,University of Hawaii at Manoa,Hawaii,1,NCAA,2960055
2017,University of Hawaii at Manoa,Hawaii,1,NCAA,2718051
2016,University of Hawaii at Manoa,Hawaii,1,NCAA,2790526
2015,University of Hawaii at Manoa,Hawaii,1,NCAA,2974160
2014,University of Hawaii at Manoa,Hawaii,1,NCAA,2889444
2013,University of Hawaii at Manoa,Hawaii,1,NCAA,2565199
2022,University of Houston,Houston,1,NCAA,11117868
2021,University of Houston,Houston,1,NCAA,9764326
2020,University of Houston,Houston,1,NCAA,7460535
2019,University of Houston,Houston,1,NCAA,7726259
2018,University of Houston,Houston,1,NCAA,9219796
2017,University of Houston,Houston,1,NCAA,5314928
2016,University of Houston,Houston,1,NCAA,4750737
2015,University of Houston,Houston,1,NCAA,6023125
2014,University of Houston,Houston,1,NCAA,3905404
2013,University of Houston,Houston,1,NCAA,3111083
2022,University of Idaho,Idaho,2,NCAA,1688044
2021,University of Idaho,Idaho,2,NCAA,1374665
2020,University of Idaho,Idaho,2,NCAA,1159514
2019,University of Idaho,Idaho,2,NCAA,1457371
2018,University of Idaho,Idaho,2,NCAA,1729001
2017,University of Idaho,Idaho,1,NCAA,1716084
2016,University of Idaho,Idaho,1,NCAA,1680472
2015,University of Idaho,Idaho,1,NCAA,1821491
2014,University of Idaho,Idaho,1,NCAA,1590244
2013,University of Idaho,Idaho,1,NCAA,1464547
2022,University of Iowa,Iowa,1,NCAA,14684165
2021,University of Iowa,Iowa,1,NCAA,14301250
2020,University of Iowa,Iowa,1,NCAA,6874147
2019,University of Iowa,Iowa,1,NCAA,11163105
2018,University of Iowa,Iowa,1,NCAA,12120342
2017,University of Iowa,Iowa,1,NCAA,10828407
2016,University of Iowa,Iowa,1,NCAA,9707864
2015,University of Iowa,Iowa,1,NCAA,9097984
2014,University of Iowa,Iowa,1,NCAA,8982803
2013,University of Iowa,Iowa,1,NCAA,10594220
2022,University of Kansas,Kansas,1,NCAA,18347052
2021,University of Kansas,Kansas,1,NCAA,17126971
2020,University of Kansas,Kansas,1,NCAA,7484382
2019,University of Kansas,Kansas,1,NCAA,16454643
2018,University of Kansas,Kansas,1,NCAA,18974009
2017,University of Kansas,Kansas,1,NCAA,18802173
2016,University of Kansas,Kansas,1,NCAA,18266319
2015,University of Kansas,Kansas,1,NCAA,18020944
2014,University of Kansas,Kansas,1,NCAA,19141222
2013,University of Kansas,Kansas,1,NCAA,18253973
2022,University of Kentucky,Kentucky,1,NCAA,24152043
2021,University of Kentucky,Kentucky,1,NCAA,22667255
2020,University of Kentucky,Kentucky,1,NCAA,17646655
2019,University of Kentucky,Kentucky,1,NCAA,29307070
2018,University of Kentucky,Kentucky,1,NCAA,38829651
2017,University of Kentucky,Kentucky,1,NCAA,30743306
2016,University of Kentucky,Kentucky,1,NCAA,27965227
2015,University of Kentucky,Kentucky,1,NCAA,27239237
2014,University of Kentucky,Kentucky,1,NCAA,24684543
2013,University of Kentucky,Kentucky,1,NCAA,23655649
2022,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,3308048
2021,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2878926
2020,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2321405
2019,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2553140
2018,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2780548
2017,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2717629
2016,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2278475
2015,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2332684
2014,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2030194
2013,University of Louisiana at Lafayette,Louisiana Lafayette,1,NCAA,2061113
2022,University of Louisiana at Monroe,Louisiana Monroe,1,NCAA,1419823
2021,University of Louisiana at Monroe,Louisiana Monroe,1,NCAA,1392406
